Location,Bedroom_Size,Month,Year,Date,Price,NationalPrice
Santa Ana,Studio,5,2015,5/1/15,1138,767
Irvine,Studio,5,2015,5/1/15,1599,767
Huntington Beach,Studio,5,2015,5/1/15,1391,767
Garden Grove,Studio,5,2015,5/1/15,1185,767
Orange,Studio,5,2015,5/1/15,1262,767
Fullerton,Studio,5,2015,5/1/15,1136,767
Costa Mesa,Studio,5,2015,5/1/15,1349,767
Newport Beach,Studio,5,2015,5/1/15,2092,767
Laguna Niguel,Studio,5,2015,5/1/15,1494,767
Aliso Viejo,Studio,5,2015,5/1/15,1583,767
Laguna Beach,Studio,5,2015,5/1/15,1631,767
Los Angeles,1br,5,2015,5/1/15,1220,878
Anaheim,1br,5,2015,5/1/15,1419,878
Santa Ana,1br,5,2015,5/1/15,1355,878
Irvine,1br,5,2015,5/1/15,1903,878
Huntington Beach,1br,5,2015,5/1/15,1656,878
Garden Grove,1br,5,2015,5/1/15,1411,878
Orange,1br,5,2015,5/1/15,1502,878
Fullerton,1br,5,2015,5/1/15,1353,878
Costa Mesa,1br,5,2015,5/1/15,1605,878
Newport Beach,1br,5,2015,5/1/15,2490,878
Laguna Niguel,1br,5,2015,5/1/15,1778,878
Aliso Viejo,1br,5,2015,5/1/15,1884,878
Laguna Beach,1br,5,2015,5/1/15,1941,878
Los Angeles,2br,5,2015,5/1/15,1568,1090
Anaheim,2br,5,2015,5/1/15,1823,1090
Santa Ana,2br,5,2015,5/1/15,1741,1090
Irvine,2br,5,2015,5/1/15,2445,1090
Huntington Beach,2br,5,2015,5/1/15,2128,1090
Garden Grove,2br,5,2015,5/1/15,1813,1090
Orange,2br,5,2015,5/1/15,1930,1090
Fullerton,2br,5,2015,5/1/15,1738,1090
Costa Mesa,2br,5,2015,5/1/15,2062,1090
Newport Beach,2br,5,2015,5/1/15,3199,1090
Laguna Niguel,2br,5,2015,5/1/15,2285,1090
Aliso Viejo,2br,5,2015,5/1/15,2421,1090
Laguna Beach,2br,5,2015,5/1/15,2494,1090
Los Angeles,3br,5,2015,5/1/15,2131,1464
Anaheim,3br,5,2015,5/1/15,2478,1464
Santa Ana,3br,5,2015,5/1/15,2366,1464
Irvine,3br,5,2015,5/1/15,3324,1464
Huntington Beach,3br,5,2015,5/1/15,2892,1464
Garden Grove,3br,5,2015,5/1/15,2463,1464
Orange,3br,5,2015,5/1/15,2623,1464
Fullerton,3br,5,2015,5/1/15,2362,1464
Costa Mesa,3br,5,2015,5/1/15,2803,1464
Newport Beach,3br,5,2015,5/1/15,4348,1464
Laguna Niguel,3br,5,2015,5/1/15,3105,1464
Aliso Viejo,3br,5,2015,5/1/15,3291,1464
Laguna Beach,3br,5,2015,5/1/15,3390,1464
Los Angeles,4br,5,2015,5/1/15,2350,1706
Anaheim,4br,5,2015,5/1/15,2732,1706
Santa Ana,4br,5,2015,5/1/15,2609,1706
Irvine,4br,5,2015,5/1/15,3665,1706
Huntington Beach,4br,5,2015,5/1/15,3189,1706
Garden Grove,4br,5,2015,5/1/15,2716,1706
Orange,4br,5,2015,5/1/15,2892,1706
Fullerton,4br,5,2015,5/1/15,2605,1706
Costa Mesa,4br,5,2015,5/1/15,3091,1706
Newport Beach,4br,5,2015,5/1/15,4794,1706
Laguna Niguel,4br,5,2015,5/1/15,3424,1706
Aliso Viejo,4br,5,2015,5/1/15,3629,1706
Laguna Beach,4br,5,2015,5/1/15,3738,1706
Los Angeles,Studio,6,2015,6/1/15,1030,770
Anaheim,Studio,6,2015,6/1/15,1191,770
Santa Ana,Studio,6,2015,6/1/15,1140,770
Irvine,Studio,6,2015,6/1/15,1613,770
Huntington Beach,Studio,6,2015,6/1/15,1408,770
Garden Grove,Studio,6,2015,6/1/15,1196,770
Orange,Studio,6,2015,6/1/15,1266,770
Fullerton,Studio,6,2015,6/1/15,1138,770
Costa Mesa,Studio,6,2015,6/1/15,1365,770
Newport Beach,Studio,6,2015,6/1/15,2094,770
Laguna Niguel,Studio,6,2015,6/1/15,1494,770
Aliso Viejo,Studio,6,2015,6/1/15,1599,770
Laguna Beach,Studio,6,2015,6/1/15,1624,770
Los Angeles,1br,6,2015,6/1/15,1226,882
Anaheim,1br,6,2015,6/1/15,1417,882
Santa Ana,1br,6,2015,6/1/15,1357,882
Irvine,1br,6,2015,6/1/15,1920,882
Huntington Beach,1br,6,2015,6/1/15,1675,882
Garden Grove,1br,6,2015,6/1/15,1423,882
Orange,1br,6,2015,6/1/15,1507,882
Fullerton,1br,6,2015,6/1/15,1355,882
Costa Mesa,1br,6,2015,6/1/15,1625,882
Newport Beach,1br,6,2015,6/1/15,2492,882
Laguna Niguel,1br,6,2015,6/1/15,1778,882
Aliso Viejo,1br,6,2015,6/1/15,1903,882
Laguna Beach,1br,6,2015,6/1/15,1933,882
Los Angeles,2br,6,2015,6/1/15,1576,1094
Anaheim,2br,6,2015,6/1/15,1821,1094
Santa Ana,2br,6,2015,6/1/15,1743,1094
Irvine,2br,6,2015,6/1/15,2468,1094
Huntington Beach,2br,6,2015,6/1/15,2153,1094
Garden Grove,2br,6,2015,6/1/15,1829,1094
Orange,2br,6,2015,6/1/15,1936,1094
Fullerton,2br,6,2015,6/1/15,1741,1094
Costa Mesa,2br,6,2015,6/1/15,2088,1094
Newport Beach,2br,6,2015,6/1/15,3202,1094
Laguna Niguel,2br,6,2015,6/1/15,2284,1094
Aliso Viejo,2br,6,2015,6/1/15,2445,1094
Laguna Beach,2br,6,2015,6/1/15,2484,1094
Los Angeles,3br,6,2015,6/1/15,2142,1469
Anaheim,3br,6,2015,6/1/15,2475,1469
Santa Ana,3br,6,2015,6/1/15,2369,1469
Irvine,3br,6,2015,6/1/15,3354,1469
Huntington Beach,3br,6,2015,6/1/15,2926,1469
Garden Grove,3br,6,2015,6/1/15,2485,1469
Orange,3br,6,2015,6/1/15,2631,1469
Fullerton,3br,6,2015,6/1/15,2366,1469
Costa Mesa,3br,6,2015,6/1/15,2837,1469
Newport Beach,3br,6,2015,6/1/15,4352,1469
Laguna Niguel,3br,6,2015,6/1/15,3105,1469
Aliso Viejo,3br,6,2015,6/1/15,3323,1469
Laguna Beach,3br,6,2015,6/1/15,3376,1469
Los Angeles,4br,6,2015,6/1/15,2362,1712
Anaheim,4br,6,2015,6/1/15,2729,1712
Santa Ana,4br,6,2015,6/1/15,2613,1712
Irvine,4br,6,2015,6/1/15,3698,1712
Huntington Beach,4br,6,2015,6/1/15,3226,1712
Garden Grove,4br,6,2015,6/1/15,2740,1712
Orange,4br,6,2015,6/1/15,2901,1712
Fullerton,4br,6,2015,6/1/15,2609,1712
Costa Mesa,4br,6,2015,6/1/15,3128,1712
Newport Beach,4br,6,2015,6/1/15,4798,1712
Laguna Niguel,4br,6,2015,6/1/15,3423,1712
Aliso Viejo,4br,6,2015,6/1/15,3664,1712
Laguna Beach,4br,6,2015,6/1/15,3723,1712
Los Angeles,Studio,7,2015,7/1/15,1038,775
Anaheim,Studio,7,2015,7/1/15,1203,775
Santa Ana,Studio,7,2015,7/1/15,1139,775
Irvine,Studio,7,2015,7/1/15,1644,775
Huntington Beach,Studio,7,2015,7/1/15,1436,775
Garden Grove,Studio,7,2015,7/1/15,1205,775
Orange,Studio,7,2015,7/1/15,1287,775
Fullerton,Studio,7,2015,7/1/15,1149,775
Costa Mesa,Studio,7,2015,7/1/15,1382,775
Newport Beach,Studio,7,2015,7/1/15,2111,775
Laguna Niguel,Studio,7,2015,7/1/15,1499,775
Aliso Viejo,Studio,7,2015,7/1/15,1600,775
Laguna Beach,Studio,7,2015,7/1/15,1627,775
Los Angeles,1br,7,2015,7/1/15,1236,886
Anaheim,1br,7,2015,7/1/15,1432,886
Santa Ana,1br,7,2015,7/1/15,1355,886
Irvine,1br,7,2015,7/1/15,1957,886
Huntington Beach,1br,7,2015,7/1/15,1709,886
Garden Grove,1br,7,2015,7/1/15,1434,886
Orange,1br,7,2015,7/1/15,1532,886
Fullerton,1br,7,2015,7/1/15,1367,886
Costa Mesa,1br,7,2015,7/1/15,1645,886
Newport Beach,1br,7,2015,7/1/15,2512,886
Laguna Niguel,1br,7,2015,7/1/15,1784,886
Aliso Viejo,1br,7,2015,7/1/15,1905,886
Laguna Beach,1br,7,2015,7/1/15,1937,886
Los Angeles,2br,7,2015,7/1/15,1588,1100
Anaheim,2br,7,2015,7/1/15,1841,1100
Santa Ana,2br,7,2015,7/1/15,1742,1100
Irvine,2br,7,2015,7/1/15,2515,1100
Huntington Beach,2br,7,2015,7/1/15,2196,1100
Garden Grove,2br,7,2015,7/1/15,1842,1100
Orange,2br,7,2015,7/1/15,1968,1100
Fullerton,2br,7,2015,7/1/15,1757,1100
Costa Mesa,2br,7,2015,7/1/15,2114,1100
Newport Beach,2br,7,2015,7/1/15,3228,1100
Laguna Niguel,2br,7,2015,7/1/15,2292,1100
Aliso Viejo,2br,7,2015,7/1/15,2447,1100
Laguna Beach,2br,7,2015,7/1/15,2488,1100
Los Angeles,3br,7,2015,7/1/15,2158,1477
Anaheim,3br,7,2015,7/1/15,2501,1477
Santa Ana,3br,7,2015,7/1/15,2367,1477
Irvine,3br,7,2015,7/1/15,3418,1477
Huntington Beach,3br,7,2015,7/1/15,2984,1477
Garden Grove,3br,7,2015,7/1/15,2504,1477
Orange,3br,7,2015,7/1/15,2675,1477
Fullerton,3br,7,2015,7/1/15,2388,1477
Costa Mesa,3br,7,2015,7/1/15,2872,1477
Newport Beach,3br,7,2015,7/1/15,4387,1477
Laguna Niguel,3br,7,2015,7/1/15,3115,1477
Aliso Viejo,3br,7,2015,7/1/15,3326,1477
Laguna Beach,3br,7,2015,7/1/15,3382,1477
Los Angeles,4br,7,2015,7/1/15,2379,1722
Anaheim,4br,7,2015,7/1/15,2758,1722
Santa Ana,4br,7,2015,7/1/15,2610,1722
Irvine,4br,7,2015,7/1/15,3768,1722
Huntington Beach,4br,7,2015,7/1/15,3290,1722
Garden Grove,4br,7,2015,7/1/15,2761,1722
Orange,4br,7,2015,7/1/15,2950,1722
Fullerton,4br,7,2015,7/1/15,2633,1722
Costa Mesa,4br,7,2015,7/1/15,3167,1722
Newport Beach,4br,7,2015,7/1/15,4838,1722
Laguna Niguel,4br,7,2015,7/1/15,3435,1722
Aliso Viejo,4br,7,2015,7/1/15,3667,1722
Laguna Beach,4br,7,2015,7/1/15,3729,1722
Los Angeles,Studio,8,2015,8/1/15,1048,777
Anaheim,Studio,8,2015,8/1/15,1207,777
Santa Ana,Studio,8,2015,8/1/15,1136,777
Irvine,Studio,8,2015,8/1/15,1669,777
Huntington Beach,Studio,8,2015,8/1/15,1451,777
Garden Grove,Studio,8,2015,8/1/15,1206,777
Orange,Studio,8,2015,8/1/15,1301,777
Fullerton,Studio,8,2015,8/1/15,1160,777
Costa Mesa,Studio,8,2015,8/1/15,1414,777
Newport Beach,Studio,8,2015,8/1/15,2126,777
Laguna Niguel,Studio,8,2015,8/1/15,1501,777
Aliso Viejo,Studio,8,2015,8/1/15,1600,777
Laguna Beach,Studio,8,2015,8/1/15,1626,777
Los Angeles,1br,8,2015,8/1/15,1247,890
Anaheim,1br,8,2015,8/1/15,1437,890
Santa Ana,1br,8,2015,8/1/15,1352,890
Irvine,1br,8,2015,8/1/15,1986,890
Huntington Beach,1br,8,2015,8/1/15,1727,890
Garden Grove,1br,8,2015,8/1/15,1435,890
Orange,1br,8,2015,8/1/15,1549,890
Fullerton,1br,8,2015,8/1/15,1380,890
Costa Mesa,1br,8,2015,8/1/15,1683,890
Newport Beach,1br,8,2015,8/1/15,2531,890
Laguna Niguel,1br,8,2015,8/1/15,1786,890
Aliso Viejo,1br,8,2015,8/1/15,1904,890
Laguna Beach,1br,8,2015,8/1/15,1935,890
Los Angeles,2br,8,2015,8/1/15,1603,1104
Anaheim,2br,8,2015,8/1/15,1847,1104
Santa Ana,2br,8,2015,8/1/15,1737,1104
Irvine,2br,8,2015,8/1/15,2552,1104
Huntington Beach,2br,8,2015,8/1/15,2219,1104
Garden Grove,2br,8,2015,8/1/15,1845,1104
Orange,2br,8,2015,8/1/15,1990,1104
Fullerton,2br,8,2015,8/1/15,1773,1104
Costa Mesa,2br,8,2015,8/1/15,2162,1104
Newport Beach,2br,8,2015,8/1/15,3252,1104
Laguna Niguel,2br,8,2015,8/1/15,2295,1104
Aliso Viejo,2br,8,2015,8/1/15,2446,1104
Laguna Beach,2br,8,2015,8/1/15,2487,1104
Los Angeles,3br,8,2015,8/1/15,2179,1483
Anaheim,3br,8,2015,8/1/15,2510,1483
Santa Ana,3br,8,2015,8/1/15,2361,1483
Irvine,3br,8,2015,8/1/15,3469,1483
Huntington Beach,3br,8,2015,8/1/15,3016,1483
Garden Grove,3br,8,2015,8/1/15,2507,1483
Orange,3br,8,2015,8/1/15,2705,1483
Fullerton,3br,8,2015,8/1/15,2410,1483
Costa Mesa,3br,8,2015,8/1/15,2939,1483
Newport Beach,3br,8,2015,8/1/15,4420,1483
Laguna Niguel,3br,8,2015,8/1/15,3120,1483
Aliso Viejo,3br,8,2015,8/1/15,3325,1483
Laguna Beach,3br,8,2015,8/1/15,3380,1483
Los Angeles,4br,8,2015,8/1/15,2402,1728
Anaheim,4br,8,2015,8/1/15,2767,1728
Santa Ana,4br,8,2015,8/1/15,2603,1728
Irvine,4br,8,2015,8/1/15,3825,1728
Huntington Beach,4br,8,2015,8/1/15,3326,1728
Garden Grove,4br,8,2015,8/1/15,2764,1728
Orange,4br,8,2015,8/1/15,2983,1728
Fullerton,4br,8,2015,8/1/15,2657,1728
Costa Mesa,4br,8,2015,8/1/15,3240,1728
Newport Beach,4br,8,2015,8/1/15,4873,1728
Laguna Niguel,4br,8,2015,8/1/15,3440,1728
Aliso Viejo,4br,8,2015,8/1/15,3666,1728
Laguna Beach,4br,8,2015,8/1/15,3726,1728
Los Angeles,Studio,9,2015,9/1/15,1055,779
Anaheim,Studio,9,2015,9/1/15,1210,779
Santa Ana,Studio,9,2015,9/1/15,1138,779
Irvine,Studio,9,2015,9/1/15,1675,779
Huntington Beach,Studio,9,2015,9/1/15,1462,779
Garden Grove,Studio,9,2015,9/1/15,1203,779
Orange,Studio,9,2015,9/1/15,,779
Fullerton,Studio,9,2015,9/1/15,1160,779
Costa Mesa,Studio,9,2015,9/1/15,1429,779
Newport Beach,Studio,9,2015,9/1/15,2143,779
Laguna Niguel,Studio,9,2015,9/1/15,,779
Aliso Viejo,Studio,9,2015,9/1/15,1598,779
Laguna Beach,Studio,9,2015,9/1/15,1630,779
Los Angeles,1br,9,2015,9/1/15,1255,891
Anaheim,1br,9,2015,9/1/15,1440,891
Santa Ana,1br,9,2015,9/1/15,1355,891
Irvine,1br,9,2015,9/1/15,1994,891
Huntington Beach,1br,9,2015,9/1/15,1740,891
Garden Grove,1br,9,2015,9/1/15,1432,891
Orange,1br,9,2015,9/1/15,,891
Fullerton,1br,9,2015,9/1/15,1381,891
Costa Mesa,1br,9,2015,9/1/15,1701,891
Newport Beach,1br,9,2015,9/1/15,2550,891
Laguna Niguel,1br,9,2015,9/1/15,,891
Aliso Viejo,1br,9,2015,9/1/15,1902,891
Laguna Beach,1br,9,2015,9/1/15,1940,891
Los Angeles,2br,9,2015,9/1/15,1613,1106
Anaheim,2br,9,2015,9/1/15,1851,1106
Santa Ana,2br,9,2015,9/1/15,1741,1106
Irvine,2br,9,2015,9/1/15,2562,1106
Huntington Beach,2br,9,2015,9/1/15,2236,1106
Garden Grove,2br,9,2015,9/1/15,1840,1106
Orange,2br,9,2015,9/1/15,,1106
Fullerton,2br,9,2015,9/1/15,1774,1106
Costa Mesa,2br,9,2015,9/1/15,2186,1106
Newport Beach,2br,9,2015,9/1/15,3277,1106
Laguna Niguel,2br,9,2015,9/1/15,,1106
Aliso Viejo,2br,9,2015,9/1/15,2444,1106
Laguna Beach,2br,9,2015,9/1/15,2492,1106
Los Angeles,3br,9,2015,9/1/15,2192,1485
Anaheim,3br,9,2015,9/1/15,2515,1485
Santa Ana,3br,9,2015,9/1/15,2366,1485
Irvine,3br,9,2015,9/1/15,3481,1485
Huntington Beach,3br,9,2015,9/1/15,3039,1485
Garden Grove,3br,9,2015,9/1/15,2501,1485
Orange,3br,9,2015,9/1/15,,1485
Fullerton,3br,9,2015,9/1/15,2411,1485
Costa Mesa,3br,9,2015,9/1/15,2970,1485
Newport Beach,3br,9,2015,9/1/15,4454,1485
Laguna Niguel,3br,9,2015,9/1/15,,1485
Aliso Viejo,3br,9,2015,9/1/15,3321,1485
Laguna Beach,3br,9,2015,9/1/15,3387,1485
Los Angeles,4br,9,2015,9/1/15,2417,1731
Anaheim,4br,9,2015,9/1/15,2774,1731
Santa Ana,4br,9,2015,9/1/15,2609,1731
Irvine,4br,9,2015,9/1/15,3839,1731
Huntington Beach,4br,9,2015,9/1/15,3350,1731
Garden Grove,4br,9,2015,9/1/15,2758,1731
Orange,4br,9,2015,9/1/15,,1731
Fullerton,4br,9,2015,9/1/15,2659,1731
Costa Mesa,4br,9,2015,9/1/15,3275,1731
Newport Beach,4br,9,2015,9/1/15,4911,1731
Laguna Niguel,4br,9,2015,9/1/15,,1731
Aliso Viejo,4br,9,2015,9/1/15,3662,1731
Laguna Beach,4br,9,2015,9/1/15,3735,1731
Los Angeles,Studio,10,2015,10/1/15,1060,780
Anaheim,Studio,10,2015,10/1/15,1221,780
Santa Ana,Studio,10,2015,10/1/15,,780
Irvine,Studio,10,2015,10/1/15,1675,780
Huntington Beach,Studio,10,2015,10/1/15,1470,780
Garden Grove,Studio,10,2015,10/1/15,1202,780
Orange,Studio,10,2015,10/1/15,,780
Fullerton,Studio,10,2015,10/1/15,1169,780
Costa Mesa,Studio,10,2015,10/1/15,1438,780
Newport Beach,Studio,10,2015,10/1/15,2163,780
Laguna Niguel,Studio,10,2015,10/1/15,1501,780
Aliso Viejo,Studio,10,2015,10/1/15,1597,780
Laguna Beach,Studio,10,2015,10/1/15,1628,780
Los Angeles,1br,10,2015,10/1/15,1262,892
Anaheim,1br,10,2015,10/1/15,1453,892
Santa Ana,1br,10,2015,10/1/15,,892
Irvine,1br,10,2015,10/1/15,1993,892
Huntington Beach,1br,10,2015,10/1/15,1750,892
Garden Grove,1br,10,2015,10/1/15,1430,892
Orange,1br,10,2015,10/1/15,,892
Fullerton,1br,10,2015,10/1/15,1392,892
Costa Mesa,1br,10,2015,10/1/15,1712,892
Newport Beach,1br,10,2015,10/1/15,2575,892
Laguna Niguel,1br,10,2015,10/1/15,1786,892
Aliso Viejo,1br,10,2015,10/1/15,1901,892
Laguna Beach,1br,10,2015,10/1/15,1937,892
Los Angeles,2br,10,2015,10/1/15,1621,1107
Anaheim,2br,10,2015,10/1/15,1867,1107
Santa Ana,2br,10,2015,10/1/15,,1107
Irvine,2br,10,2015,10/1/15,2561,1107
Huntington Beach,2br,10,2015,10/1/15,2249,1107
Garden Grove,2br,10,2015,10/1/15,1838,1107
Orange,2br,10,2015,10/1/15,,1107
Fullerton,2br,10,2015,10/1/15,1788,1107
Costa Mesa,2br,10,2015,10/1/15,2200,1107
Newport Beach,2br,10,2015,10/1/15,3308,1107
Laguna Niguel,2br,10,2015,10/1/15,2295,1107
Aliso Viejo,2br,10,2015,10/1/15,2443,1107
Laguna Beach,2br,10,2015,10/1/15,2490,1107
Los Angeles,3br,10,2015,10/1/15,2204,1487
Anaheim,3br,10,2015,10/1/15,2538,1487
Santa Ana,3br,10,2015,10/1/15,,1487
Irvine,3br,10,2015,10/1/15,3481,1487
Huntington Beach,3br,10,2015,10/1/15,3056,1487
Garden Grove,3br,10,2015,10/1/15,2497,1487
Orange,3br,10,2015,10/1/15,,1487
Fullerton,3br,10,2015,10/1/15,2431,1487
Costa Mesa,3br,10,2015,10/1/15,2990,1487
Newport Beach,3br,10,2015,10/1/15,4496,1487
Laguna Niguel,3br,10,2015,10/1/15,3119,1487
Aliso Viejo,3br,10,2015,10/1/15,3320,1487
Laguna Beach,3br,10,2015,10/1/15,3384,1487
Los Angeles,4br,10,2015,10/1/15,2430,1733
Anaheim,4br,10,2015,10/1/15,2798,1733
Santa Ana,4br,10,2015,10/1/15,,1733
Irvine,4br,10,2015,10/1/15,3838,1733
Huntington Beach,4br,10,2015,10/1/15,3370,1733
Garden Grove,4br,10,2015,10/1/15,2754,1733
Orange,4br,10,2015,10/1/15,,1733
Fullerton,4br,10,2015,10/1/15,2680,1733
Costa Mesa,4br,10,2015,10/1/15,3297,1733
Newport Beach,4br,10,2015,10/1/15,4958,1733
Laguna Niguel,4br,10,2015,10/1/15,3439,1733
Aliso Viejo,4br,10,2015,10/1/15,3661,1733
Laguna Beach,4br,10,2015,10/1/15,3731,1733
Los Angeles,Studio,11,2015,11/1/15,1063,781
Anaheim,Studio,11,2015,11/1/15,1231,781
Santa Ana,Studio,11,2015,11/1/15,1154,781
Irvine,Studio,11,2015,11/1/15,1664,781
Huntington Beach,Studio,11,2015,11/1/15,1487,781
Garden Grove,Studio,11,2015,11/1/15,1204,781
Orange,Studio,11,2015,11/1/15,,781
Fullerton,Studio,11,2015,11/1/15,1195,781
Costa Mesa,Studio,11,2015,11/1/15,1429,781
Newport Beach,Studio,11,2015,11/1/15,2155,781
Laguna Niguel,Studio,11,2015,11/1/15,1497,781
Aliso Viejo,Studio,11,2015,11/1/15,1595,781
Laguna Beach,Studio,11,2015,11/1/15,1658,781
Los Angeles,1br,11,2015,11/1/15,1265,894
Anaheim,1br,11,2015,11/1/15,1465,894
Santa Ana,1br,11,2015,11/1/15,1374,894
Irvine,1br,11,2015,11/1/15,1980,894
Huntington Beach,1br,11,2015,11/1/15,1769,894
Garden Grove,1br,11,2015,11/1/15,1433,894
Orange,1br,11,2015,11/1/15,,894
Fullerton,1br,11,2015,11/1/15,1422,894
Costa Mesa,1br,11,2015,11/1/15,1701,894
Newport Beach,1br,11,2015,11/1/15,2564,894
Laguna Niguel,1br,11,2015,11/1/15,1782,894
Aliso Viejo,1br,11,2015,11/1/15,1898,894
Laguna Beach,1br,11,2015,11/1/15,1973,894
Los Angeles,2br,11,2015,11/1/15,1625,1109
Anaheim,2br,11,2015,11/1/15,1882,1109
Santa Ana,2br,11,2015,11/1/15,1765,1109
Irvine,2br,11,2015,11/1/15,2545,1109
Huntington Beach,2br,11,2015,11/1/15,2274,1109
Garden Grove,2br,11,2015,11/1/15,1841,1109
Orange,2br,11,2015,11/1/15,,1109
Fullerton,2br,11,2015,11/1/15,1827,1109
Costa Mesa,2br,11,2015,11/1/15,2186,1109
Newport Beach,2br,11,2015,11/1/15,3295,1109
Laguna Niguel,2br,11,2015,11/1/15,2289,1109
Aliso Viejo,2br,11,2015,11/1/15,2439,1109
Laguna Beach,2br,11,2015,11/1/15,2536,1109
Los Angeles,3br,11,2015,11/1/15,2209,1490
Anaheim,3br,11,2015,11/1/15,2558,1490
Santa Ana,3br,11,2015,11/1/15,2399,1490
Irvine,3br,11,2015,11/1/15,3458,1490
Huntington Beach,3br,11,2015,11/1/15,3090,1490
Garden Grove,3br,11,2015,11/1/15,2502,1490
Orange,3br,11,2015,11/1/15,,1490
Fullerton,3br,11,2015,11/1/15,2483,1490
Costa Mesa,3br,11,2015,11/1/15,2970,1490
Newport Beach,3br,11,2015,11/1/15,4478,1490
Laguna Niguel,3br,11,2015,11/1/15,3111,1490
Aliso Viejo,3br,11,2015,11/1/15,3315,1490
Laguna Beach,3br,11,2015,11/1/15,3446,1490
Los Angeles,4br,11,2015,11/1/15,2436,1736
Anaheim,4br,11,2015,11/1/15,2820,1736
Santa Ana,4br,11,2015,11/1/15,2645,1736
Irvine,4br,11,2015,11/1/15,3813,1736
Huntington Beach,4br,11,2015,11/1/15,3407,1736
Garden Grove,4br,11,2015,11/1/15,2759,1736
Orange,4br,11,2015,11/1/15,,1736
Fullerton,4br,11,2015,11/1/15,2738,1736
Costa Mesa,4br,11,2015,11/1/15,3275,1736
Newport Beach,4br,11,2015,11/1/15,4938,1736
Laguna Niguel,4br,11,2015,11/1/15,3431,1736
Aliso Viejo,4br,11,2015,11/1/15,3655,1736
Laguna Beach,4br,11,2015,11/1/15,3800,1736
Los Angeles,Studio,12,2015,12/1/15,1065,783
Anaheim,Studio,12,2015,12/1/15,1257,783
Santa Ana,Studio,12,2015,12/1/15,1135,783
Irvine,Studio,12,2015,12/1/15,1654,783
Huntington Beach,Studio,12,2015,12/1/15,1495,783
Garden Grove,Studio,12,2015,12/1/15,1203,783
Orange,Studio,12,2015,12/1/15,,783
Fullerton,Studio,12,2015,12/1/15,1218,783
Costa Mesa,Studio,12,2015,12/1/15,1444,783
Newport Beach,Studio,12,2015,12/1/15,2168,783
Laguna Niguel,Studio,12,2015,12/1/15,,783
Aliso Viejo,Studio,12,2015,12/1/15,1592,783
Laguna Beach,Studio,12,2015,12/1/15,1674,783
Los Angeles,1br,12,2015,12/1/15,1267,896
Anaheim,1br,12,2015,12/1/15,1496,896
Santa Ana,1br,12,2015,12/1/15,1351,896
Irvine,1br,12,2015,12/1/15,1969,896
Huntington Beach,1br,12,2015,12/1/15,1779,896
Garden Grove,1br,12,2015,12/1/15,1432,896
Orange,1br,12,2015,12/1/15,,896
Fullerton,1br,12,2015,12/1/15,1449,896
Costa Mesa,1br,12,2015,12/1/15,1718,896
Newport Beach,1br,12,2015,12/1/15,2581,896
Laguna Niguel,1br,12,2015,12/1/15,,896
Aliso Viejo,1br,12,2015,12/1/15,1895,896
Laguna Beach,1br,12,2015,12/1/15,1993,896
Los Angeles,2br,12,2015,12/1/15,1629,1111
Anaheim,2br,12,2015,12/1/15,1922,1111
Santa Ana,2br,12,2015,12/1/15,1736,1111
Irvine,2br,12,2015,12/1/15,2530,1111
Huntington Beach,2br,12,2015,12/1/15,2286,1111
Garden Grove,2br,12,2015,12/1/15,1840,1111
Orange,2br,12,2015,12/1/15,,1111
Fullerton,2br,12,2015,12/1/15,1862,1111
Costa Mesa,2br,12,2015,12/1/15,2208,1111
Newport Beach,2br,12,2015,12/1/15,3316,1111
Laguna Niguel,2br,12,2015,12/1/15,,1111
Aliso Viejo,2br,12,2015,12/1/15,2435,1111
Laguna Beach,2br,12,2015,12/1/15,2561,1111
Los Angeles,3br,12,2015,12/1/15,2213,1492
Anaheim,3br,12,2015,12/1/15,2612,1492
Santa Ana,3br,12,2015,12/1/15,2359,1492
Irvine,3br,12,2015,12/1/15,3438,1492
Huntington Beach,3br,12,2015,12/1/15,3106,1492
Garden Grove,3br,12,2015,12/1/15,2501,1492
Orange,3br,12,2015,12/1/15,,1492
Fullerton,3br,12,2015,12/1/15,2531,1492
Costa Mesa,3br,12,2015,12/1/15,3001,1492
Newport Beach,3br,12,2015,12/1/15,4507,1492
Laguna Niguel,3br,12,2015,12/1/15,,1492
Aliso Viejo,3br,12,2015,12/1/15,3310,1492
Laguna Beach,3br,12,2015,12/1/15,3480,1492
Los Angeles,4br,12,2015,12/1/15,2440,1739
Anaheim,4br,12,2015,12/1/15,2880,1739
Santa Ana,4br,12,2015,12/1/15,2601,1739
Irvine,4br,12,2015,12/1/15,3791,1739
Huntington Beach,4br,12,2015,12/1/15,3425,1739
Garden Grove,4br,12,2015,12/1/15,2757,1739
Orange,4br,12,2015,12/1/15,,1739
Fullerton,4br,12,2015,12/1/15,2791,1739
Costa Mesa,4br,12,2015,12/1/15,3309,1739
Newport Beach,4br,12,2015,12/1/15,4970,1739
Laguna Niguel,4br,12,2015,12/1/15,,1739
Aliso Viejo,4br,12,2015,12/1/15,3649,1739
Laguna Beach,4br,12,2015,12/1/15,3838,1739
Los Angeles,Studio,1,2016,1/1/16,1070,783
Anaheim,Studio,1,2016,1/1/16,1265,783
Santa Ana,Studio,1,2016,1/1/16,1136,783
Irvine,Studio,1,2016,1/1/16,1652,783
Huntington Beach,Studio,1,2016,1/1/16,1501,783
