Location,Bedroom_Size,Month,Year,Date,Price,NationalPrice
Huntington Beach,4br,8,2018,8/1/18,3589,1847
Garden Grove,4br,8,2018,8/1/18,3141,1847
Orange,4br,8,2018,8/1/18,3427,1847
Fullerton,4br,8,2018,8/1/18,2987,1847
Costa Mesa,4br,8,2018,8/1/18,3504,1847
Newport Beach,4br,8,2018,8/1/18,5374,1847
Laguna Niguel,4br,8,2018,8/1/18,3500,1847
Aliso Viejo,4br,8,2018,8/1/18,3161,1847
Laguna Beach,4br,8,2018,8/1/18,3887,1847
Los Angeles,Studio,9,2018,9/1/18,1148,830
Anaheim,Studio,9,2018,9/1/18,1397,830
Santa Ana,Studio,9,2018,9/1/18,1226,830
Irvine,Studio,9,2018,9/1/18,1772,830
Huntington Beach,Studio,9,2018,9/1/18,1574,830
Garden Grove,Studio,9,2018,9/1/18,1373,830
Orange,Studio,9,2018,9/1/18,1489,830
Fullerton,Studio,9,2018,9/1/18,1309,830
Costa Mesa,Studio,9,2018,9/1/18,1526,830
Newport Beach,Studio,9,2018,9/1/18,2326,830
Laguna Niguel,Studio,9,2018,9/1/18,1515,830
Aliso Viejo,Studio,9,2018,9/1/18,1365,830
Laguna Beach,Studio,9,2018,9/1/18,1692,830
Los Angeles,1br,9,2018,9/1/18,1366,950
Anaheim,1br,9,2018,9/1/18,1662,950
Santa Ana,1br,9,2018,9/1/18,1459,950
Irvine,1br,9,2018,9/1/18,2109,950
Huntington Beach,1br,9,2018,9/1/18,1874,950
Garden Grove,1br,9,2018,9/1/18,1634,950
Orange,1br,9,2018,9/1/18,1772,950
Fullerton,1br,9,2018,9/1/18,1557,950
Costa Mesa,1br,9,2018,9/1/18,1817,950
Newport Beach,1br,9,2018,9/1/18,2769,950
Laguna Niguel,1br,9,2018,9/1/18,1803,950
Aliso Viejo,1br,9,2018,9/1/18,1625,950
Laguna Beach,1br,9,2018,9/1/18,2014,950
Los Angeles,2br,9,2018,9/1/18,1756,1179
Anaheim,2br,9,2018,9/1/18,2136,1179
Santa Ana,2br,9,2018,9/1/18,1875,1179
Irvine,2br,9,2018,9/1/18,2709,1179
Huntington Beach,2br,9,2018,9/1/18,2407,1179
Garden Grove,2br,9,2018,9/1/18,2100,1179
Orange,2br,9,2018,9/1/18,2277,1179
Fullerton,2br,9,2018,9/1/18,2001,1179
Costa Mesa,2br,9,2018,9/1/18,2334,1179
Newport Beach,2br,9,2018,9/1/18,3558,1179
Laguna Niguel,2br,9,2018,9/1/18,2317,1179
Aliso Viejo,2br,9,2018,9/1/18,2088,1179
Laguna Beach,2br,9,2018,9/1/18,2588,1179
Los Angeles,3br,9,2018,9/1/18,2386,1583
Anaheim,3br,9,2018,9/1/18,2903,1583
Santa Ana,3br,9,2018,9/1/18,2548,1583
Irvine,3br,9,2018,9/1/18,3682,1583
Huntington Beach,3br,9,2018,9/1/18,3272,1583
Garden Grove,3br,9,2018,9/1/18,2853,1583
Orange,3br,9,2018,9/1/18,3095,1583
Fullerton,3br,9,2018,9/1/18,2720,1583
Costa Mesa,3br,9,2018,9/1/18,3172,1583
Newport Beach,3br,9,2018,9/1/18,4835,1583
Laguna Niguel,3br,9,2018,9/1/18,3149,1583
Aliso Viejo,3br,9,2018,9/1/18,2837,1583
Laguna Beach,3br,9,2018,9/1/18,3517,1583
Los Angeles,4br,9,2018,9/1/18,2631,1845
Anaheim,4br,9,2018,9/1/18,3201,1845
Santa Ana,4br,9,2018,9/1/18,2810,1845
Irvine,4br,9,2018,9/1/18,4060,1845
Huntington Beach,4br,9,2018,9/1/18,3608,1845
Garden Grove,4br,9,2018,9/1/18,3146,1845
Orange,4br,9,2018,9/1/18,3413,1845
Fullerton,4br,9,2018,9/1/18,2999,1845
Costa Mesa,4br,9,2018,9/1/18,3498,1845
Newport Beach,4br,9,2018,9/1/18,5332,1845
Laguna Niguel,4br,9,2018,9/1/18,3472,1845
Aliso Viejo,4br,9,2018,9/1/18,3128,1845
Laguna Beach,4br,9,2018,9/1/18,3878,1845
Los Angeles,Studio,10,2018,10/1/18,1148,831
Anaheim,Studio,10,2018,10/1/18,1387,831
Santa Ana,Studio,10,2018,10/1/18,1219,831
Irvine,Studio,10,2018,10/1/18,1773,831
Huntington Beach,Studio,10,2018,10/1/18,1552,831
Garden Grove,Studio,10,2018,10/1/18,1371,831
Orange,Studio,10,2018,10/1/18,1489,831
Fullerton,Studio,10,2018,10/1/18,1309,831
Costa Mesa,Studio,10,2018,10/1/18,1534,831
Newport Beach,Studio,10,2018,10/1/18,2365,831
Laguna Niguel,Studio,10,2018,10/1/18,1519,831
Aliso Viejo,Studio,10,2018,10/1/18,1351,831
Laguna Beach,Studio,10,2018,10/1/18,1710,831
Los Angeles,1br,10,2018,10/1/18,1367,951
Anaheim,1br,10,2018,10/1/18,1651,951
Santa Ana,1br,10,2018,10/1/18,1451,951
Irvine,1br,10,2018,10/1/18,2111,951
Huntington Beach,1br,10,2018,10/1/18,1847,951
Garden Grove,1br,10,2018,10/1/18,1632,951
Orange,1br,10,2018,10/1/18,1772,951
Fullerton,1br,10,2018,10/1/18,1558,951
Costa Mesa,1br,10,2018,10/1/18,1825,951
Newport Beach,1br,10,2018,10/1/18,2814,951
Laguna Niguel,1br,10,2018,10/1/18,1808,951
Aliso Viejo,1br,10,2018,10/1/18,1608,951
Laguna Beach,1br,10,2018,10/1/18,2035,951
Los Angeles,2br,10,2018,10/1/18,1756,1180
Anaheim,2br,10,2018,10/1/18,2122,1180
Santa Ana,2br,10,2018,10/1/18,1864,1180
Irvine,2br,10,2018,10/1/18,2712,1180
Huntington Beach,2br,10,2018,10/1/18,2373,1180
Garden Grove,2br,10,2018,10/1/18,2097,1180
Orange,2br,10,2018,10/1/18,2277,1180
Fullerton,2br,10,2018,10/1/18,2002,1180
Costa Mesa,2br,10,2018,10/1/18,2346,1180
Newport Beach,2br,10,2018,10/1/18,3617,1180
Laguna Niguel,2br,10,2018,10/1/18,2324,1180
Aliso Viejo,2br,10,2018,10/1/18,2066,1180
Laguna Beach,2br,10,2018,10/1/18,2615,1180
Los Angeles,3br,10,2018,10/1/18,2387,1586
Anaheim,3br,10,2018,10/1/18,2883,1586
Santa Ana,3br,10,2018,10/1/18,2534,1586
Irvine,3br,10,2018,10/1/18,3686,1586
Huntington Beach,3br,10,2018,10/1/18,3225,1586
Garden Grove,3br,10,2018,10/1/18,2850,1586
Orange,3br,10,2018,10/1/18,3095,1586
Fullerton,3br,10,2018,10/1/18,2720,1586
Costa Mesa,3br,10,2018,10/1/18,3188,1586
Newport Beach,3br,10,2018,10/1/18,4915,1586
Laguna Niguel,3br,10,2018,10/1/18,3158,1586
Aliso Viejo,3br,10,2018,10/1/18,2808,1586
Laguna Beach,3br,10,2018,10/1/18,3553,1586
Los Angeles,4br,10,2018,10/1/18,2632,1848
Anaheim,4br,10,2018,10/1/18,3179,1848
Santa Ana,4br,10,2018,10/1/18,2794,1848
Irvine,4br,10,2018,10/1/18,4064,1848
Huntington Beach,4br,10,2018,10/1/18,3556,1848
Garden Grove,4br,10,2018,10/1/18,3142,1848
Orange,4br,10,2018,10/1/18,3413,1848
Fullerton,4br,10,2018,10/1/18,3000,1848
Costa Mesa,4br,10,2018,10/1/18,3515,1848
Newport Beach,4br,10,2018,10/1/18,5419,1848
Laguna Niguel,4br,10,2018,10/1/18,3482,1848
Aliso Viejo,4br,10,2018,10/1/18,3096,1848
Laguna Beach,4br,10,2018,10/1/18,3918,1848
Los Angeles,Studio,11,2018,11/1/18,1148,832
Anaheim,Studio,11,2018,11/1/18,1378,832
Santa Ana,Studio,11,2018,11/1/18,1213,832
Irvine,Studio,11,2018,11/1/18,1773,832
Huntington Beach,Studio,11,2018,11/1/18,1536,832
Garden Grove,Studio,11,2018,11/1/18,1370,832
Orange,Studio,11,2018,11/1/18,1493,832
Fullerton,Studio,11,2018,11/1/18,1307,832
Costa Mesa,Studio,11,2018,11/1/18,1540,832
Newport Beach,Studio,11,2018,11/1/18,2391,832
Laguna Niguel,Studio,11,2018,11/1/18,1527,832
Aliso Viejo,Studio,11,2018,11/1/18,1365,832
Laguna Beach,Studio,11,2018,11/1/18,1721,832
Los Angeles,1br,11,2018,11/1/18,1366,952
Anaheim,1br,11,2018,11/1/18,1640,952
Santa Ana,1br,11,2018,11/1/18,1444,952
Irvine,1br,11,2018,11/1/18,2110,952
Huntington Beach,1br,11,2018,11/1/18,1828,952
Garden Grove,1br,11,2018,11/1/18,1630,952
Orange,1br,11,2018,11/1/18,1777,952
Fullerton,1br,11,2018,11/1/18,1556,952
Costa Mesa,1br,11,2018,11/1/18,1832,952
Newport Beach,1br,11,2018,11/1/18,2845,952
Laguna Niguel,1br,11,2018,11/1/18,1817,952
Aliso Viejo,1br,11,2018,11/1/18,1624,952
Laguna Beach,1br,11,2018,11/1/18,2049,952
Los Angeles,2br,11,2018,11/1/18,1755,1181
Anaheim,2br,11,2018,11/1/18,2107,1181
Santa Ana,2br,11,2018,11/1/18,1855,1181
Irvine,2br,11,2018,11/1/18,2711,1181
Huntington Beach,2br,11,2018,11/1/18,2349,1181
Garden Grove,2br,11,2018,11/1/18,2095,1181
Orange,2br,11,2018,11/1/18,2284,1181
Fullerton,2br,11,2018,11/1/18,1999,1181
Costa Mesa,2br,11,2018,11/1/18,2355,1181
Newport Beach,2br,11,2018,11/1/18,3656,1181
Laguna Niguel,2br,11,2018,11/1/18,2335,1181
Aliso Viejo,2br,11,2018,11/1/18,2087,1181
Laguna Beach,2br,11,2018,11/1/18,2633,1181
Los Angeles,3br,11,2018,11/1/18,2386,1587
Anaheim,3br,11,2018,11/1/18,2864,1587
Santa Ana,3br,11,2018,11/1/18,2522,1587
Irvine,3br,11,2018,11/1/18,3685,1587
Huntington Beach,3br,11,2018,11/1/18,3193,1587
Garden Grove,3br,11,2018,11/1/18,2847,1587
Orange,3br,11,2018,11/1/18,3104,1587
Fullerton,3br,11,2018,11/1/18,2717,1587
Costa Mesa,3br,11,2018,11/1/18,3200,1587
Newport Beach,3br,11,2018,11/1/18,4969,1587
Laguna Niguel,3br,11,2018,11/1/18,3173,1587
Aliso Viejo,3br,11,2018,11/1/18,2837,1587
Laguna Beach,3br,11,2018,11/1/18,3578,1587
Los Angeles,4br,11,2018,11/1/18,2631,1849
Anaheim,4br,11,2018,11/1/18,3158,1849
Santa Ana,4br,11,2018,11/1/18,2780,1849
Irvine,4br,11,2018,11/1/18,4063,1849
Huntington Beach,4br,11,2018,11/1/18,3521,1849
Garden Grove,4br,11,2018,11/1/18,3139,1849
Orange,4br,11,2018,11/1/18,3422,1849
Fullerton,4br,11,2018,11/1/18,2996,1849
Costa Mesa,4br,11,2018,11/1/18,3529,1849
Newport Beach,4br,11,2018,11/1/18,5479,1849
Laguna Niguel,4br,11,2018,11/1/18,3499,1849
Aliso Viejo,4br,11,2018,11/1/18,3128,1849
Laguna Beach,4br,11,2018,11/1/18,3945,1849
Los Angeles,Studio,12,2018,12/1/18,1146,828
Anaheim,Studio,12,2018,12/1/18,1370,828
Santa Ana,Studio,12,2018,12/1/18,1208,828
Irvine,Studio,12,2018,12/1/18,1776,828
Huntington Beach,Studio,12,2018,12/1/18,1525,828
Garden Grove,Studio,12,2018,12/1/18,1368,828
Orange,Studio,12,2018,12/1/18,1499,828
Fullerton,Studio,12,2018,12/1/18,1305,828
Costa Mesa,Studio,12,2018,12/1/18,1544,828
Newport Beach,Studio,12,2018,12/1/18,2409,828
Laguna Niguel,Studio,12,2018,12/1/18,1536,828
Aliso Viejo,Studio,12,2018,12/1/18,1380,828
Laguna Beach,Studio,12,2018,12/1/18,1731,828
Los Angeles,1br,12,2018,12/1/18,1364,948
Anaheim,1br,12,2018,12/1/18,1631,948
Santa Ana,1br,12,2018,12/1/18,1438,948
Irvine,1br,12,2018,12/1/18,2114,948
Huntington Beach,1br,12,2018,12/1/18,1815,948
Garden Grove,1br,12,2018,12/1/18,1629,948
Orange,1br,12,2018,12/1/18,1784,948
Fullerton,1br,12,2018,12/1/18,1553,948
Costa Mesa,1br,12,2018,12/1/18,1837,948
Newport Beach,1br,12,2018,12/1/18,2867,948
Laguna Niguel,1br,12,2018,12/1/18,1829,948
Aliso Viejo,1br,12,2018,12/1/18,1642,948
Laguna Beach,1br,12,2018,12/1/18,2061,948
Los Angeles,2br,12,2018,12/1/18,1752,1176
Anaheim,2br,12,2018,12/1/18,2096,1176
Santa Ana,2br,12,2018,12/1/18,1848,1176
Irvine,2br,12,2018,12/1/18,2716,1176
Huntington Beach,2br,12,2018,12/1/18,2332,1176
Garden Grove,2br,12,2018,12/1/18,2093,1176
Orange,2br,12,2018,12/1/18,2293,1176
Fullerton,2br,12,2018,12/1/18,1996,1176
Costa Mesa,2br,12,2018,12/1/18,2361,1176
Newport Beach,2br,12,2018,12/1/18,3685,1176
Laguna Niguel,2br,12,2018,12/1/18,2350,1176
Aliso Viejo,2br,12,2018,12/1/18,2110,1176
Laguna Beach,2br,12,2018,12/1/18,2648,1176
Los Angeles,3br,12,2018,12/1/18,2381,1579
Anaheim,3br,12,2018,12/1/18,2848,1579
Santa Ana,3br,12,2018,12/1/18,2512,1579
Irvine,3br,12,2018,12/1/18,3692,1579
Huntington Beach,3br,12,2018,12/1/18,3169,1579
Garden Grove,3br,12,2018,12/1/18,2844,1579
Orange,3br,12,2018,12/1/18,3116,1579
Fullerton,3br,12,2018,12/1/18,2712,1579
Costa Mesa,3br,12,2018,12/1/18,3209,1579
Newport Beach,3br,12,2018,12/1/18,5008,1579
Laguna Niguel,3br,12,2018,12/1/18,3193,1579
Aliso Viejo,3br,12,2018,12/1/18,2868,1579
Laguna Beach,3br,12,2018,12/1/18,3599,1579
Los Angeles,4br,12,2018,12/1/18,2626,1840
Anaheim,4br,12,2018,12/1/18,3141,1840
Santa Ana,4br,12,2018,12/1/18,2770,1840
Irvine,4br,12,2018,12/1/18,4071,1840
Huntington Beach,4br,12,2018,12/1/18,3495,1840
Garden Grove,4br,12,2018,12/1/18,3136,1840
Orange,4br,12,2018,12/1/18,3436,1840
Fullerton,4br,12,2018,12/1/18,2990,1840
Costa Mesa,4br,12,2018,12/1/18,3538,1840
Newport Beach,4br,12,2018,12/1/18,5522,1840
Laguna Niguel,4br,12,2018,12/1/18,3521,1840
Aliso Viejo,4br,12,2018,12/1/18,3163,1840
Laguna Beach,4br,12,2018,12/1/18,3968,1840
Los Angeles,Studio,1,2019,1/1/19,1145,827
Anaheim,Studio,1,2019,1/1/19,1378,827
Santa Ana,Studio,1,2019,1/1/19,1214,827
Irvine,Studio,1,2019,1/1/19,1769,827
Huntington Beach,Studio,1,2019,1/1/19,1537,827
Garden Grove,Studio,1,2019,1/1/19,1371,827
Orange,Studio,1,2019,1/1/19,1496,827
Fullerton,Studio,1,2019,1/1/19,1306,827
Costa Mesa,Studio,1,2019,1/1/19,1540,827
Newport Beach,Studio,1,2019,1/1/19,2380,827
Laguna Niguel,Studio,1,2019,1/1/19,1529,827
Aliso Viejo,Studio,1,2019,1/1/19,1392,827
Laguna Beach,Studio,1,2019,1/1/19,1722,827
Los Angeles,1br,1,2019,1/1/19,1363,947
Anaheim,1br,1,2019,1/1/19,1641,947
Santa Ana,1br,1,2019,1/1/19,1445,947
Irvine,1br,1,2019,1/1/19,2105,947
Huntington Beach,1br,1,2019,1/1/19,1830,947
Garden Grove,1br,1,2019,1/1/19,1632,947
Orange,1br,1,2019,1/1/19,1781,947
Fullerton,1br,1,2019,1/1/19,1554,947
Costa Mesa,1br,1,2019,1/1/19,1833,947
Newport Beach,1br,1,2019,1/1/19,2833,947
Laguna Niguel,1br,1,2019,1/1/19,1820,947
Aliso Viejo,1br,1,2019,1/1/19,1657,947
Laguna Beach,1br,1,2019,1/1/19,2049,947
Los Angeles,2br,1,2019,1/1/19,1752,1174
Anaheim,2br,1,2019,1/1/19,2108,1174
Santa Ana,2br,1,2019,1/1/19,1857,1174
Irvine,2br,1,2019,1/1/19,2705,1174
Huntington Beach,2br,1,2019,1/1/19,2351,1174
Garden Grove,2br,1,2019,1/1/19,2097,1174
Orange,2br,1,2019,1/1/19,2288,1174
Fullerton,2br,1,2019,1/1/19,1997,1174
Costa Mesa,2br,1,2019,1/1/19,2356,1174
Newport Beach,2br,1,2019,1/1/19,3640,1174
Laguna Niguel,2br,1,2019,1/1/19,2339,1174
Aliso Viejo,2br,1,2019,1/1/19,2129,1174
Laguna Beach,2br,1,2019,1/1/19,2633,1174
Los Angeles,3br,1,2019,1/1/19,2381,1578
Anaheim,3br,1,2019,1/1/19,2865,1578
Santa Ana,3br,1,2019,1/1/19,2524,1578
Irvine,3br,1,2019,1/1/19,3676,1578
Huntington Beach,3br,1,2019,1/1/19,3196,1578
Garden Grove,3br,1,2019,1/1/19,2850,1578
Orange,3br,1,2019,1/1/19,3110,1578
Fullerton,3br,1,2019,1/1/19,2714,1578
Costa Mesa,3br,1,2019,1/1/19,3201,1578
Newport Beach,3br,1,2019,1/1/19,4947,1578
Laguna Niguel,3br,1,2019,1/1/19,3179,1578
Aliso Viejo,3br,1,2019,1/1/19,2894,1578
Laguna Beach,3br,1,2019,1/1/19,3578,1578
Los Angeles,4br,1,2019,1/1/19,2625,1838
Anaheim,4br,1,2019,1/1/19,3159,1838
Santa Ana,4br,1,2019,1/1/19,2783,1838
Irvine,4br,1,2019,1/1/19,4053,1838
Huntington Beach,4br,1,2019,1/1/19,3524,1838
Garden Grove,4br,1,2019,1/1/19,3142,1838
Orange,4br,1,2019,1/1/19,3429,1838
Fullerton,4br,1,2019,1/1/19,2992,1838
Costa Mesa,4br,1,2019,1/1/19,3530,1838
Newport Beach,4br,1,2019,1/1/19,5455,1838
Laguna Niguel,4br,1,2019,1/1/19,3505,1838
Aliso Viejo,4br,1,2019,1/1/19,3191,1838
Laguna Beach,4br,1,2019,1/1/19,3946,1838
Los Angeles,Studio,2,2019,2/1/19,1145,827
Anaheim,Studio,2,2019,2/1/19,1391,827
Santa Ana,Studio,2,2019,2/1/19,1220,827
Irvine,Studio,2,2019,2/1/19,1760,827
Huntington Beach,Studio,2,2019,2/1/19,1555,827
Garden Grove,Studio,2,2019,2/1/19,1373,827
Orange,Studio,2,2019,2/1/19,1496,827
Fullerton,Studio,2,2019,2/1/19,1308,827
Costa Mesa,Studio,2,2019,2/1/19,1535,827
Newport Beach,Studio,2,2019,2/1/19,2339,827
Laguna Niguel,Studio,2,2019,2/1/19,1519,827
Aliso Viejo,Studio,2,2019,2/1/19,1376,827
Laguna Beach,Studio,2,2019,2/1/19,1704,827
Los Angeles,1br,2,2019,2/1/19,1363,946
Anaheim,1br,2,2019,2/1/19,1656,946
Santa Ana,1br,2,2019,2/1/19,1452,946
Irvine,1br,2,2019,2/1/19,2095,946
Huntington Beach,1br,2,2019,2/1/19,1851,946
Garden Grove,1br,2,2019,2/1/19,1634,946
Orange,1br,2,2019,2/1/19,1780,946
Fullerton,1br,2,2019,2/1/19,1556,946
Costa Mesa,1br,2,2019,2/1/19,1826,946
Newport Beach,1br,2,2019,2/1/19,2784,946
Laguna Niguel,1br,2,2019,2/1/19,1808,946
Aliso Viejo,1br,2,2019,2/1/19,1638,946
Laguna Beach,1br,2,2019,2/1/19,2028,946
Los Angeles,2br,2,2019,2/1/19,1752,1174
Anaheim,2br,2,2019,2/1/19,2128,1174
Santa Ana,2br,2,2019,2/1/19,1866,1174
Irvine,2br,2,2019,2/1/19,2692,1174
Huntington Beach,2br,2,2019,2/1/19,2379,1174
Garden Grove,2br,2,2019,2/1/19,2100,1174
Orange,2br,2,2019,2/1/19,2288,1174
Fullerton,2br,2,2019,2/1/19,2000,1174
Costa Mesa,2br,2,2019,2/1/19,2347,1174
Newport Beach,2br,2,2019,2/1/19,3577,1174
Laguna Niguel,2br,2,2019,2/1/19,2323,1174
Aliso Viejo,2br,2,2019,2/1/19,2105,1174
Laguna Beach,2br,2,2019,2/1/19,2606,1174
Los Angeles,3br,2,2019,2/1/19,2381,1577
Anaheim,3br,2,2019,2/1/19,2892,1577
Santa Ana,3br,2,2019,2/1/19,2536,1577
Irvine,3br,2,2019,2/1/19,3658,1577
Huntington Beach,3br,2,2019,2/1/19,3233,1577
Garden Grove,3br,2,2019,2/1/19,2854,1577
Orange,3br,2,2019,2/1/19,3109,1577
Fullerton,3br,2,2019,2/1/19,2718,1577
Costa Mesa,3br,2,2019,2/1/19,3190,1577
Newport Beach,3br,2,2019,2/1/19,4861,1577
Laguna Niguel,3br,2,2019,2/1/19,3158,1577
Aliso Viejo,3br,2,2019,2/1/19,2861,1577
Laguna Beach,3br,2,2019,2/1/19,3541,1577
Los Angeles,4br,2,2019,2/1/19,2625,1838
Anaheim,4br,2,2019,2/1/19,3188,1838
Santa Ana,4br,2,2019,2/1/19,2797,1838
Irvine,4br,2,2019,2/1/19,4033,1838
Huntington Beach,4br,2,2019,2/1/19,3564,1838
Garden Grove,4br,2,2019,2/1/19,3146,1838
Orange,4br,2,2019,2/1/19,3428,1838
Fullerton,4br,2,2019,2/1/19,2997,1838
Costa Mesa,4br,2,2019,2/1/19,3517,1838
Newport Beach,4br,2,2019,2/1/19,5360,1838
Laguna Niguel,4br,2,2019,2/1/19,3482,1838
Aliso Viejo,4br,2,2019,2/1/19,3155,1838
Laguna Beach,4br,2,2019,2/1/19,3905,1838
